p__d31001,p__d31002,p__d31003,p__d31005,p__d31007,p__m01001,p__m01002,p__m01003,p__m01004,p__m01005,p__m01006,p__m01007,p__m01008,p__m01009,p__m01010,p__m01011,p__m01012,p__m01013,p__m01014,p__m01015,p__m01016,p__m01017,p__m01018,p__m01019,p__m01020,p__m01021,p__m01022,p__m01023,p__m01024,p__d26001,p__d26075,p__d26092,p__d11001,p__d22001,p__d28001,p__d29001,_idx,_model,_wave,성별,연령대
3,1,1.0,3.0,2.0,2,3,3,2,4,4,4,4,3,2,2,3,2,2,3,2,4,3,4,4,3,3,4,4,1,1,1,1,1,2,2,18,gemini,2024,남성,2
3,1,1.0,3.0,2.0,3,3,4,2,4,4,4,4,3,3,3,3,2,3,3,3,4,4,4,4,2,3,3,4,1,1,1,1,1,2,1,19,gemini,2024,남성,2
3,1,1.0,3.0,2.0,3,3,3,2,4,4,4,4,4,3,3,3,2,3,3,3,4,4,4,4,3,3,3,3,1,1,1,1,1,1,1,20,gemini,2024,남성,2
3,1,1.0,3.0,2.0,2,3,3,2,4,4,4,4,3,2,2,2,2,3,3,3,4,4,4,4,2,3,3,3,1,1,1,1,1,2,1,21,gemini,2024,남성,2
3,1,1.0,4.0,2.0,2,2,3,2,4,3,4,3,2,2,2,2,2,3,3,2,4,3,4,4,3,3,3,3,1,1,1,1,1,2,1,22,gemini,2024,남성,2
3,1,1.0,2.0,2.0,2,2,2,2,4,3,4,3,2,2,2,2,2,3,3,2,4,4,4,4,3,3,4,4,1,1,1,1,1,2,1,23,gemini,2024,남성,2
3,1,1.0,4.0,2.0,2,3,3,2,4,3,4,3,2,2,2,3,2,3,3,3,4,4,4,4,3,3,3,4,1,1,1,1,1,2,1,24,gemini,2024,남성,2
2,2,,,,1,2,2,2,3,2,3,2,2,1,1,1,1,2,2,1,3,3,3,3,2,3,3,3,1,1,1,1,1,2,2,25,gemini,2024,남성,2
2,1,1.0,3.0,2.0,2,2,2,2,4,3,4,3,3,2,2,2,1,2,2,2,3,3,4,4,2,1,3,3,1,1,1,1,1,2,1,26,gemini,2024,남성,2
3,1,1.0,3.0,2.0,3,3,4,2,5,4,5,4,5,4,4,5,2,3,3,3,4,4,4,4,3,3,4,3,1,1,1,1,1,2,1,27,gemini,2024,남성,2
3,1,9.0,3.0,2.0,2,3,3,2,4,4,4,3,3,2,3,3,1,2,2,1,4,3,4,4,2,3,2,3,1,1,1,1,1,2,1,28,gemini,2024,남성,2
3,1,7.0,3.0,2.0,2,3,3,2,4,4,4,4,4,3,3,3,2,4,4,3,4,4,4,4,3,3,3,4,1,1,1,1,1,1,1,29,gemini,2024,남성,2
3,1,1.0,3.0,2.0,3,3,3,2,4,4,4,4,3,3,3,3,2,2,3,2,4,3,4,4,3,3,3,4,1,1,1,1,1,2,1,30,gemini,2024,남성,2
3,1,1.0,3.0,2.0,2,3,3,2,4,4,4,3,3,2,3,3,2,2,3,2,4,3,4,4,3,3,4,3,1,1,1,1,1,2,1,31,gemini,2024,남성,2
3,1,1.0,3.0,2.0,2,3,3,2,4,4,4,3,2,2,2,3,2,3,4,3,4,4,4,4,2,3,2,3,1,1,1,1,1,1,1,32,gemini,2024,남성,2
3,1,1.0,3.0,2.0,2,3,3,2,4,4,4,3,3,2,3,3,2,3,3,2,4,3,4,4,2,2,3,3,1,1,1,1,1,2,1,33,gemini,2024,남성,2
3,1,1.0,3.0,2.0,2,3,3,2,4,4,4,3,3,2,2,2,1,3,3,2,4,3,4,4,3,3,3,3,1,1,1,1,1,2,1,34,gemini,2024,남성,2
3,1,1.0,3.0,2.0,2,3,3,2,4,4,4,3,2,2,2,2,2,3,3,3,4,4,4,4,2,3,3,3,1,1,1,1,1,2,1,35,gemini,2024,남성,2
3,1,1.0,4.0,2.0,3,4,4,4,5,4,5,4,3,3,3,3,2,4,4,4,5,5,4,4,3,4,3,4,1,1,1,1,1,2,1,36,gemini,2024,남성,2
3,1,1.0,4.0,2.0,2,3,3,2,4,4,4,3,2,2,2,2,1,2,2,2,4,4,4,4,3,3,3,3,1,1,1,1,1,2,1,37,gemini,2024,남성,2
3,1,1.0,4.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,2,2,2,4,4,4,4,2,3,3,3,1,1,1,1,1,2,1,38,gemini,2024,남성,2
3,1,1.0,3.0,2.0,2,2,3,2,4,4,4,3,3,2,3,3,2,3,3,2,4,3,4,4,3,3,4,3,1,1,1,1,1,2,1,39,gemini,2024,남성,2
3,1,1.0,3.0,2.0,2,3,3,2,4,4,4,4,3,2,2,2,2,3,3,3,4,4,4,4,3,3,3,4,1,1,1,1,1,2,2,40,gemini,2024,남성,2
3,1,1.0,3.0,2.0,3,2,3,2,4,4,4,4,3,3,3,3,2,2,3,2,4,3,4,4,3,3,4,3,1,1,1,1,1,1,2,41,gemini,2024,남성,2
2,2,,,,2,3,3,2,4,3,4,3,2,2,2,2,1,2,2,2,3,3,3,3,2,3,2,3,1,1,1,1,1,2,2,42,gemini,2024,남성,2
3,1,1.0,4.0,2.0,2,4,4,3,4,3,4,3,2,2,2,3,2,4,4,4,4,4,4,4,3,3,3,3,1,1,1,1,1,2,2,43,gemini,2024,남성,2
3,1,1.0,4.0,2.0,2,3,3,2,4,3,4,3,2,2,2,2,2,3,3,2,4,4,4,4,3,3,3,3,1,1,1,1,1,2,1,44,gemini,2024,남성,2
3,1,1.0,3.0,2.0,2,3,3,2,4,3,4,3,3,2,2,3,2,3,3,3,4,3,4,4,2,3,3,3,1,1,1,1,1,2,2,45,gemini,2024,남성,2
2,2,,,,2,3,3,2,4,3,4,3,2,2,2,2,1,2,2,2,4,3,4,4,2,3,3,3,1,1,1,1,1,2,2,46,gemini,2024,남성,2
3,1,8.0,3.0,1.0,2,3,3,2,5,4,5,4,3,2,2,2,3,4,4,3,4,4,4,4,2,3,3,3,1,1,1,1,1,2,1,47,gemini,2024,남성,2
3,1,1.0,3.0,2.0,2,3,3,2,4,3,4,3,2,2,2,2,2,4,4,4,4,3,4,4,3,3,3,3,1,1,1,1,1,2,1,48,gemini,2024,남성,2
3,1,1.0,3.0,2.0,2,3,3,2,4,4,4,4,3,2,3,3,2,2,2,2,4,3,4,4,3,3,3,3,1,1,1,1,1,2,2,49,gemini,2024,남성,2
2,1,1.0,4.0,2.0,2,3,3,2,4,3,4,3,3,2,2,2,1,2,2,2,3,3,4,4,2,3,3,3,1,1,1,1,1,2,2,50,gemini,2024,남성,2
3,1,7.0,3.0,2.0,2,2,3,2,4,4,4,4,5,3,3,3,2,3,4,3,3,3,4,4,2,2,3,3,1,1,1,1,1,2,2,51,gemini,2024,남성,2
3,1,1.0,3.0,2.0,2,2,3,2,4,4,4,3,2,2,2,3,2,4,4,4,4,3,4,4,2,3,3,3,1,1,1,1,1,2,1,52,gemini,2024,남성,2
3,1,1.0,3.0,2.0,2,2,3,2,4,4,4,4,3,2,2,2,2,3,3,3,4,4,4,4,3,3,3,4,1,1,1,1,1,2,1,53,gemini,2024,남성,2
3,1,7.0,3.0,2.0,2,2,3,1,4,4,5,4,3,2,2,3,2,4,4,3,4,3,4,4,2,2,2,3,1,1,1,1,1,1,1,54,gemini,2024,남성,2
3,1,1.0,4.0,2.0,2,3,3,2,4,3,4,3,2,2,2,2,2,2,3,2,4,3,4,4,3,3,4,3,1,1,1,1,1,2,1,55,gemini,2024,남성,2
3,1,1.0,3.0,2.0,3,3,3,2,4,4,4,4,3,2,2,2,3,4,4,4,4,4,4,4,2,3,3,3,1,1,1,1,1,2,1,56,gemini,2024,남성,2
3,1,1.0,3.0,2.0,2,3,3,3,4,3,4,3,2,2,1,1,3,4,4,4,4,4,4,4,2,3,3,3,1,1,2,1,1,2,2,57,gemini,2024,남성,2
3,1,7.0,3.0,2.0,3,3,3,2,4,4,4,3,4,3,4,4,2,2,3,2,4,3,4,4,2,3,3,4,1,1,1,1,1,2,1,58,gemini,2024,남성,2
3,1,1.0,3.0,2.0,2,3,3,2,4,4,4,3,3,3,3,3,1,2,2,1,3,3,4,4,2,2,4,3,1,1,1,1,1,2,1,59,gemini,2024,남성,2
3,1,1.0,4.0,2.0,2,3,3,2,4,3,4,3,3,2,2,2,3,4,4,4,4,4,4,4,3,3,3,4,1,1,2,2,1,2,2,60,gemini,2024,남성,2
2,2,,,,2,2,3,2,4,3,4,3,2,1,1,2,1,2,2,1,3,3,3,3,2,3,3,3,1,1,1,1,1,2,2,61,gemini,2024,남성,2
3,1,1.0,3.0,2.0,3,4,4,3,5,4,4,4,3,2,3,3,2,3,3,3,4,4,4,4,3,3,3,3,1,1,1,1,1,2,1,62,gemini,2024,남성,2
3,1,1.0,3.0,2.0,3,3,4,3,5,4,5,4,3,3,3,3,2,2,3,2,4,4,5,5,3,3,3,4,1,1,1,1,1,1,1,63,gemini,2024,남성,2
3,1,8.0,3.0,2.0,2,3,3,2,4,3,4,3,3,2,2,2,3,4,4,4,4,3,4,4,2,3,3,3,1,1,2,1,1,2,1,64,gemini,2024,남성,2
3,1,1.0,3.0,2.0,3,3,4,2,5,4,4,4,3,3,3,3,2,3,4,3,4,4,4,4,3,3,4,3,1,1,1,1,1,2,1,65,gemini,2024,남성,2
3,1,1.0,3.0,2.0,3,3,4,3,5,4,5,4,3,3,3,3,2,4,4,4,4,4,4,4,3,3,4,4,1,1,1,1,1,2,2,66,gemini,2024,남성,2
3,1,1.0,4.0,2.0,3,4,4,4,4,4,4,4,3,3,3,3,2,4,3,3,4,4,4,4,3,3,3,4,1,1,1,1,1,2,1,67,gemini,2024,남성,3
3,1,7.0,3.0,2.0,2,2,3,2,4,4,4,4,4,3,3,3,2,3,4,3,4,3,4,4,2,2,3,2,1,1,1,1,1,2,1,68,gemini,2024,남성,3
3,1,1.0,4.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,4,3,3,4,4,4,4,2,3,3,3,1,1,2,2,1,2,1,69,gemini,2024,남성,3
2,2,,,,2,2,2,2,3,3,3,3,2,1,1,1,1,2,2,1,3,3,3,3,2,2,3,2,1,1,1,1,1,2,1,70,gemini,2024,남성,3
2,2,,,,2,3,3,2,3,3,3,3,4,2,3,4,1,2,2,2,3,3,3,3,3,2,3,3,1,1,1,1,1,2,1,71,gemini,2024,남성,3
3,1,1.0,4.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,2,2,2,4,4,4,4,3,3,4,4,1,1,1,1,1,2,1,72,gemini,2024,남성,3
2,2,,,,2,3,3,2,3,2,3,3,3,2,2,2,2,4,3,3,3,3,3,3,2,2,3,3,1,1,2,1,1,2,2,73,gemini,2024,남성,3
3,1,1.0,1.0,2.0,2,3,3,4,4,3,4,3,2,2,2,2,3,5,4,4,4,4,4,4,3,4,3,4,1,1,2,1,1,2,1,74,gemini,2024,남성,3
2,2,,,,2,3,3,2,4,3,4,3,2,2,2,2,2,3,3,3,3,3,3,3,2,3,3,3,1,1,2,1,1,2,1,75,gemini,2024,남성,3
3,1,1.0,1.0,2.0,2,4,3,4,3,2,3,3,2,2,2,2,2,4,3,3,4,4,4,4,3,3,4,4,1,1,2,2,1,2,1,76,gemini,2024,남성,3
3,1,1.0,4.0,2.0,2,3,3,3,4,3,4,3,2,2,2,3,2,3,3,3,4,4,4,4,3,3,3,4,1,1,1,1,1,2,1,77,gemini,2024,남성,3
2,2,,,,2,3,3,2,3,3,3,2,2,1,1,1,1,2,1,1,3,3,3,3,2,2,3,3,1,1,1,1,1,2,1,78,gemini,2024,남성,3
2,2,,,,1,2,2,2,3,2,3,2,1,1,1,1,1,2,2,1,3,3,3,3,2,3,2,3,1,1,1,1,1,2,2,79,gemini,2024,남성,3
3,1,1.0,4.0,2.0,2,3,3,3,4,3,4,3,3,2,2,2,1,2,2,2,4,4,4,4,3,3,3,3,1,1,1,1,1,2,1,80,gemini,2024,남성,3
3,1,1.0,3.0,2.0,2,2,3,2,4,3,4,3,3,2,2,2,2,3,3,2,4,3,4,4,2,3,3,3,1,1,1,1,1,2,1,81,gemini,2024,남성,3
3,1,1.0,1.0,2.0,2,3,4,3,4,4,4,4,3,2,3,3,2,3,3,2,4,4,4,4,3,3,3,4,1,1,1,1,1,2,1,82,gemini,2024,남성,3
3,1,1.0,4.0,2.0,2,3,3,3,4,3,4,3,2,1,2,2,2,4,3,3,4,4,4,4,2,3,3,3,1,1,1,1,1,2,1,83,gemini,2024,남성,3
3,1,1.0,4.0,2.0,2,3,3,2,4,4,4,3,2,2,2,3,2,3,3,3,4,4,4,4,3,3,3,3,1,1,1,1,1,2,1,84,gemini,2024,남성,3
3,1,1.0,1.0,2.0,2,4,4,4,4,3,4,3,3,2,2,2,2,4,3,3,4,4,4,4,2,3,3,4,1,1,2,1,1,2,1,85,gemini,2024,남성,3
3,1,1.0,4.0,2.0,3,3,4,3,5,4,5,4,4,3,3,3,2,2,3,2,4,4,4,4,3,3,4,4,1,1,1,1,1,2,1,86,gemini,2024,남성,3
3,1,1.0,1.0,2.0,3,4,4,4,3,3,3,3,3,2,2,3,3,4,4,4,4,4,4,4,3,4,3,4,1,1,2,1,1,2,1,87,gemini,2024,남성,3
3,1,1.0,4.0,2.0,2,3,3,2,4,3,4,3,2,2,2,2,1,2,2,2,4,4,4,4,3,3,4,3,1,1,1,1,1,2,1,88,gemini,2024,남성,3
3,1,1.0,4.0,2.0,2,3,3,2,4,3,4,3,4,2,2,2,2,3,3,2,4,4,4,4,2,3,3,3,1,1,1,1,1,2,1,89,gemini,2024,남성,3
2,2,,,,2,2,3,2,4,3,4,3,2,1,1,1,2,3,3,2,3,3,3,3,2,3,3,3,1,1,2,1,1,2,2,90,gemini,2024,남성,3
3,1,1.0,4.0,2.0,2,2,3,2,3,2,3,2,2,2,2,2,2,3,2,2,3,3,4,4,3,3,3,4,1,1,1,1,1,2,1,91,gemini,2024,남성,3
3,1,1.0,4.0,2.0,2,2,3,2,4,3,4,3,4,2,3,3,2,3,3,3,4,3,3,4,2,2,3,3,1,1,2,1,1,2,1,92,gemini,2024,남성,3
2,2,,,,2,2,2,2,3,2,3,2,2,1,1,1,1,2,2,1,3,3,3,3,2,2,2,3,1,1,2,2,1,2,2,93,gemini,2024,남성,3
3,1,1.0,4.0,2.0,3,4,4,4,4,4,4,4,3,3,3,3,2,3,3,3,4,4,4,4,3,3,3,4,1,1,1,1,1,2,1,94,gemini,2024,남성,3
3,1,1.0,4.0,2.0,2,3,3,2,4,3,4,3,2,2,2,2,1,2,2,2,4,3,4,4,3,3,3,4,1,1,1,1,1,2,1,95,gemini,2024,남성,3
3,1,1.0,4.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,1,1,1,1,1,2,1,96,gemini,2024,남성,3
3,1,1.0,1.0,2.0,3,4,4,4,4,4,4,4,3,3,3,4,2,3,2,2,4,4,4,4,3,4,3,4,1,1,1,1,1,2,1,97,gemini,2024,남성,3
3,1,1.0,4.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,4,4,3,3,3,4,1,1,1,1,1,2,1,98,gemini,2024,남성,3
3,1,1.0,3.0,2.0,2,3,3,2,4,4,4,4,3,2,2,2,2,3,3,2,4,4,4,4,2,3,3,3,1,1,1,1,1,2,1,99,gemini,2024,남성,3
3,1,1.0,4.0,2.0,2,3,3,2,4,3,4,3,2,2,2,2,1,2,2,2,4,4,4,4,3,3,3,3,1,1,1,1,1,2,1,100,gemini,2024,남성,3
3,1,1.0,4.0,2.0,2,3,3,2,4,3,4,3,2,2,2,2,2,2,3,2,4,3,4,4,3,3,3,3,1,1,1,1,1,2,2,101,gemini,2024,남성,3
3,1,7.0,3.0,2.0,2,3,3,2,4,4,4,4,4,3,3,3,2,3,4,3,4,4,4,4,2,3,3,3,1,1,1,1,1,2,1,102,gemini,2024,남성,3
3,1,1.0,4.0,2.0,2,3,3,2,4,3,4,3,2,2,2,2,2,3,3,2,4,4,4,4,2,3,3,3,1,1,2,1,1,2,1,103,gemini,2024,남성,3
3,1,7.0,3.0,2.0,2,2,2,2,4,3,4,3,4,2,2,2,2,3,3,2,3,3,3,3,2,3,3,3,1,1,2,2,1,2,1,104,gemini,2024,남성,3
3,1,1.0,3.0,2.0,2,2,3,2,4,4,4,3,2,2,2,3,3,4,4,3,4,4,4,4,3,3,4,3,1,1,1,1,1,2,1,105,gemini,2024,남성,3
3,1,1.0,4.0,2.0,1,2,2,2,3,2,3,2,2,1,1,1,1,2,2,1,3,3,3,3,2,2,2,2,1,1,1,2,1,2,2,106,gemini,2024,남성,3
3,1,1.0,3.0,2.0,2,3,3,2,4,4,4,3,3,2,2,2,2,3,3,3,4,4,4,4,2,3,3,3,1,1,1,1,1,2,1,107,gemini,2024,남성,3
3,1,1.0,4.0,2.0,2,3,3,3,4,3,4,3,1,1,1,1,2,4,3,3,4,4,4,4,2,3,3,3,1,1,2,2,1,2,2,108,gemini,2024,남성,3
3,1,1.0,4.0,2.0,2,3,3,2,4,3,4,3,2,2,2,2,1,2,2,2,4,3,4,4,2,2,3,3,1,1,1,1,1,2,1,109,gemini,2024,남성,3
3,1,1.0,1.0,2.0,3,4,4,4,5,4,5,4,3,3,3,3,2,3,3,3,4,4,4,4,3,3,4,4,1,1,1,1,1,2,1,110,gemini,2024,남성,3
3,1,1.0,1.0,2.0,2,4,3,4,4,3,4,3,2,2,2,2,2,3,3,3,4,4,4,4,2,3,3,4,1,1,1,1,1,2,1,111,gemini,2024,남성,3
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,3,4,4,4,4,3,3,4,4,1,1,2,1,1,2,2,112,gemini,2024,남성,3
3,1,1.0,3.0,2.0,2,3,3,2,5,4,4,4,5,3,4,4,2,2,3,2,4,3,4,4,3,3,3,3,1,1,1,1,1,2,1,113,gemini,2024,남성,3
3,1,1.0,1.0,2.0,2,3,3,4,3,2,3,3,2,2,2,2,2,3,3,2,4,4,4,4,2,3,3,3,1,1,2,1,1,2,1,114,gemini,2024,남성,3
3,1,1.0,4.0,2.0,2,3,3,2,3,2,3,2,2,1,1,1,2,2,2,2,4,3,4,4,2,3,3,3,1,1,1,1,1,2,2,115,gemini,2024,남성,3
3,1,1.0,4.0,2.0,2,3,3,2,4,3,4,3,2,2,2,2,1,2,2,2,4,3,4,4,3,3,3,3,1,1,1,1,1,2,1,116,gemini,2024,남성,3
3,1,1.0,4.0,2.0,2,3,3,3,4,4,4,4,3,2,2,2,2,4,4,3,4,4,4,4,3,3,3,4,1,1,2,1,1,2,1,117,gemini,2024,남성,3
2,2,,,,2,3,3,2,3,2,3,2,1,1,1,1,1,1,1,1,3,3,3,3,2,3,3,3,1,1,2,2,1,2,2,118,gemini,2024,남성,3
3,1,1.0,1.0,2.0,2,3,3,4,4,3,4,3,2,2,2,2,2,3,3,3,4,4,4,4,3,4,3,3,1,1,2,1,1,2,1,119,gemini,2024,남성,3
3,1,1.0,3.0,2.0,2,3,3,3,4,3,4,3,3,2,2,3,2,3,3,3,4,4,4,4,3,3,3,4,1,1,1,1,1,2,1,120,gemini,2024,남성,3
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,4,3,4,4,4,4,4,3,4,3,4,1,1,2,1,1,2,1,121,gemini,2024,남성,3
3,1,1.0,4.0,2.0,2,3,3,2,4,3,4,3,2,2,2,2,1,2,3,2,4,4,4,4,3,3,3,3,1,1,2,1,1,2,1,122,gemini,2024,남성,3
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,4,3,3,4,4,4,4,3,3,4,4,1,1,1,1,1,2,2,123,gemini,2024,남성,3
2,2,,,,2,3,3,2,4,3,4,3,3,2,2,2,1,2,2,2,3,3,3,3,2,2,3,3,1,1,2,1,1,2,2,124,gemini,2024,남성,3
4,1,1.0,1.0,1.0,3,4,4,5,4,3,4,4,2,2,2,2,3,4,3,4,5,5,5,5,3,4,4,4,1,1,1,1,1,2,1,125,gemini,2024,남성,3
2,2,,,,2,3,3,2,4,3,4,3,2,2,2,2,1,2,2,2,3,3,3,3,2,2,3,3,1,1,2,2,1,2,1,126,gemini,2024,남성,3
3,1,1.0,4.0,2.0,2,3,3,2,4,4,4,3,2,2,2,2,2,3,3,2,4,4,4,4,3,3,3,3,1,1,1,1,1,2,1,127,gemini,2024,남성,3
3,1,1.0,4.0,2.0,2,3,3,2,4,3,4,3,2,2,2,2,2,2,2,2,4,4,4,4,3,3,3,3,1,1,1,1,1,2,1,128,gemini,2024,남성,3
3,1,1.0,1.0,2.0,2,4,4,4,4,3,4,4,2,2,2,3,2,4,4,4,4,4,4,4,3,4,3,4,1,1,1,1,1,2,1,129,gemini,2024,남성,3
3,1,1.0,4.0,2.0,3,4,4,3,4,4,4,4,2,2,2,2,2,3,3,3,4,4,4,4,3,3,3,4,1,1,1,1,1,2,1,130,gemini,2024,남성,3
3,1,1.0,3.0,2.0,2,3,3,2,4,4,4,3,4,2,2,3,2,3,3,3,4,4,4,4,3,3,3,3,1,1,1,1,1,1,1,131,gemini,2024,남성,3
4,1,1.0,6.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,3,4,4,3,4,4,4,4,2,3,3,3,1,1,1,1,1,2,1,132,gemini,2024,남성,3
3,1,1.0,1.0,2.0,2,3,4,4,4,3,4,3,2,2,2,2,2,4,3,3,4,4,4,4,3,3,3,3,1,1,1,1,1,2,1,133,gemini,2024,남성,3
3,1,1.0,4.0,2.0,2,2,2,2,3,2,3,3,2,2,2,2,2,4,3,3,3,3,3,3,2,3,3,3,1,1,2,1,1,2,2,134,gemini,2024,남성,3
3,1,1.0,4.0,2.0,2,3,3,2,4,4,4,3,2,2,2,2,2,3,3,3,4,3,4,4,3,3,4,3,1,1,1,1,1,2,2,135,gemini,2024,남성,3
3,1,1.0,1.0,2.0,3,4,4,4,4,3,4,4,2,2,2,2,3,4,3,4,4,4,4,4,3,3,3,4,1,1,1,1,1,2,1,136,gemini,2024,남성,3
3,1,1.0,4.0,2.0,2,3,3,2,4,3,4,3,2,2,2,2,1,2,2,2,4,3,4,4,2,3,3,3,1,1,1,1,1,2,1,137,gemini,2024,남성,3
2,2,,,,1,2,2,2,3,2,3,2,2,1,1,1,1,1,1,1,3,3,3,3,2,2,3,3,1,1,2,1,1,2,2,138,gemini,2024,남성,3
3,1,1.0,3.0,2.0,2,2,2,2,4,3,4,3,2,1,1,1,1,3,3,2,4,3,3,3,2,3,3,3,1,1,2,1,1,2,1,139,gemini,2024,남성,3
3,1,1.0,1.0,2.0,2,3,3,3,4,3,4,3,2,2,2,2,2,3,3,2,4,4,4,4,3,3,3,3,1,1,1,1,1,2,1,140,gemini,2024,남성,3
2,2,,,,2,3,3,2,4,3,4,3,2,2,2,2,1,2,2,2,3,3,3,3,2,3,3,3,1,1,2,1,1,2,2,141,gemini,2024,남성,3
3,1,1.0,4.0,2.0,3,4,4,3,4,4,4,4,3,3,3,3,2,2,2,2,4,4,4,4,3,3,3,3,1,1,1,1,1,2,1,142,gemini,2024,남성,3
3,1,1.0,4.0,2.0,2,3,3,2,4,3,4,3,2,2,2,2,2,2,3,2,4,3,4,4,3,3,4,3,1,1,1,1,1,2,1,143,gemini,2024,남성,3
3,1,1.0,4.0,2.0,2,3,3,2,4,3,4,3,3,2,2,2,2,4,4,3,4,4,4,4,3,3,3,4,1,1,2,1,1,2,1,144,gemini,2024,남성,3
3,1,1.0,4.0,2.0,2,2,2,2,3,2,3,2,3,2,2,2,2,4,3,3,4,3,3,4,2,3,2,3,1,1,2,1,1,2,2,145,gemini,2024,남성,3
3,1,1.0,4.0,2.0,2,3,4,3,4,3,4,3,2,2,2,2,1,2,2,2,4,4,4,4,3,3,3,3,1,1,1,1,1,2,2,146,gemini,2024,남성,3
3,1,1.0,4.0,2.0,2,2,3,2,4,4,4,3,4,2,3,3,2,2,2,2,4,3,4,4,3,3,3,3,1,1,1,1,1,2,1,147,gemini,2024,남성,3
