p__d31001,p__d31002,p__d31003,p__d31005,p__d31007,p__m01001,p__m01002,p__m01003,p__m01004,p__m01005,p__m01006,p__m01007,p__m01008,p__m01009,p__m01010,p__m01011,p__m01012,p__m01013,p__m01014,p__m01015,p__m01016,p__m01017,p__m01018,p__m01019,p__m01020,p__m01021,p__m01022,p__m01023,p__m01024,p__d26001,p__d26075,p__d26092,p__d11001,p__d22001,p__d28001,p__d29001,_idx,_model,_wave,성별,연령대
3,1,1.0,2.0,2.0,3,3,4,2,5,4,5,4,3,3,3,4,2,3,4,3,4,4,4,4,3,4,4,4,1,1,1,1,1,1,1,53,gemini,2024,남성,2
3,1,1.0,2.0,2.0,3,3,4,2,4,4,4,4,3,3,3,3,2,3,3,3,4,4,4,4,3,4,4,4,1,1,1,1,1,1,1,54,gemini,2024,남성,2
3,1,1.0,2.0,2.0,3,3,3,2,4,4,4,4,3,3,4,3,2,3,3,2,4,4,4,5,3,4,4,4,1,1,1,1,1,1,1,55,gemini,2024,남성,2
3,1,1.0,2.0,2.0,3,3,4,2,4,4,4,4,3,3,3,3,2,3,3,3,4,4,4,4,3,3,4,4,1,1,1,1,1,1,2,56,gemini,2024,남성,2
3,1,1.0,2.0,2.0,3,3,4,3,5,4,4,4,3,3,3,4,2,3,4,3,4,4,4,4,3,4,4,4,1,1,1,1,1,1,2,57,gemini,2024,남성,2
3,1,1.0,2.0,2.0,3,3,4,3,4,4,4,4,3,3,3,3,2,3,3,3,4,4,4,4,3,4,4,4,1,1,1,1,1,1,1,58,gemini,2024,남성,2
3,1,1.0,2.0,2.0,2,3,4,3,4,4,4,4,3,2,3,3,2,3,3,3,4,4,4,4,3,4,4,4,1,1,1,1,1,1,1,59,gemini,2024,남성,2
3,1,1.0,2.0,2.0,3,3,4,3,4,4,5,4,3,3,3,4,2,3,3,3,4,4,4,4,3,4,4,4,1,1,1,1,1,1,2,60,gemini,2024,남성,2
3,1,1.0,2.0,2.0,3,3,4,3,4,4,4,3,3,3,3,3,2,3,3,3,4,4,4,4,3,3,3,4,1,1,1,1,1,1,2,61,gemini,2024,남성,2
3,1,1.0,2.0,2.0,3,3,4,3,4,4,4,4,3,3,3,3,2,3,3,3,4,4,4,4,3,4,4,4,1,1,1,1,1,1,2,62,gemini,2024,남성,2
3,1,1.0,2.0,2.0,2,3,3,2,4,4,4,4,3,2,3,3,2,3,3,3,4,4,4,4,3,4,4,4,1,1,1,1,1,1,1,63,gemini,2024,남성,2
3,1,1.0,2.0,2.0,3,3,4,3,5,4,5,4,3,3,3,4,2,3,4,3,4,4,4,4,3,4,4,4,1,1,1,1,1,1,2,64,gemini,2024,남성,2
3,1,1.0,2.0,2.0,3,3,3,3,4,4,4,3,3,3,2,3,2,3,3,2,4,4,4,4,2,3,3,3,1,1,1,1,1,1,1,65,gemini,2024,남성,2
3,1,1.0,2.0,2.0,2,3,3,2,4,4,4,3,3,2,3,3,2,3,3,3,4,4,4,4,3,4,4,4,1,1,1,1,1,1,2,66,gemini,2024,남성,2
3,1,1.0,2.0,2.0,3,3,4,3,4,4,4,3,3,3,3,3,2,3,3,3,4,4,4,4,3,4,4,4,1,1,1,1,1,1,1,67,gemini,2024,남성,2
3,1,1.0,2.0,2.0,2,3,3,2,4,4,4,3,3,2,3,3,2,3,3,2,4,4,4,4,3,4,4,4,1,1,1,1,1,1,1,68,gemini,2024,남성,2
3,1,1.0,2.0,2.0,3,3,4,2,4,4,4,4,3,3,3,4,2,3,3,3,4,4,4,4,3,3,4,4,1,1,1,1,1,1,1,69,gemini,2024,남성,2
3,1,1.0,2.0,2.0,3,4,4,3,5,4,5,4,3,3,3,4,2,3,4,3,4,4,4,4,3,4,4,4,1,1,1,1,1,1,2,70,gemini,2024,남성,2
3,1,1.0,2.0,2.0,3,3,3,2,4,4,4,4,4,3,4,4,2,3,3,3,4,4,4,4,3,3,4,4,1,1,1,1,1,1,1,71,gemini,2024,남성,2
3,1,1.0,2.0,2.0,3,3,3,2,4,4,4,3,3,3,3,3,2,3,3,2,4,4,4,4,3,4,3,3,1,1,1,1,1,1,1,72,gemini,2024,남성,2
3,1,1.0,2.0,2.0,3,3,4,2,4,4,5,4,3,3,3,4,2,3,3,3,4,4,4,4,3,3,3,4,1,1,1,1,1,1,1,73,gemini,2024,남성,2
3,1,1.0,2.0,2.0,2,3,3,2,4,4,4,4,4,3,4,3,2,3,3,3,4,4,4,5,3,4,4,4,1,1,1,1,1,1,1,74,gemini,2024,남성,2
3,1,1.0,2.0,2.0,3,3,4,2,4,4,4,4,3,3,3,3,2,3,3,3,4,4,4,4,3,3,3,4,1,1,1,1,1,1,1,75,gemini,2024,남성,2
3,1,1.0,2.0,2.0,3,3,4,3,4,4,4,4,3,3,3,3,2,3,3,3,4,4,4,4,3,4,4,4,1,1,1,1,1,1,1,76,gemini,2024,남성,2
3,1,1.0,2.0,2.0,2,3,3,2,4,4,4,3,3,2,3,3,2,3,3,2,4,4,4,4,3,3,3,4,1,1,1,1,1,1,1,77,gemini,2024,남성,2
3,1,1.0,2.0,2.0,2,3,3,2,4,4,4,3,3,2,3,3,2,3,3,2,4,4,4,4,3,4,4,4,1,1,1,1,1,1,2,78,gemini,2024,남성,2
3,1,1.0,2.0,2.0,2,3,3,2,4,4,4,4,3,3,3,3,2,3,3,3,4,4,4,4,3,3,4,4,1,1,1,1,1,1,1,79,gemini,2024,남성,2
3,1,1.0,2.0,2.0,3,3,4,3,4,4,4,4,3,2,3,3,2,3,3,3,4,4,4,4,3,4,3,4,1,1,1,1,1,1,1,80,gemini,2024,남성,2
3,1,1.0,2.0,2.0,2,3,3,2,5,4,4,4,3,3,3,4,2,3,3,3,4,4,4,4,3,4,4,4,1,1,1,1,1,1,1,81,gemini,2024,남성,2
3,1,1.0,2.0,2.0,3,3,4,3,5,4,5,4,3,2,3,3,2,3,3,3,4,4,5,4,3,4,4,4,1,1,1,1,1,1,2,82,gemini,2024,남성,2
3,1,1.0,2.0,2.0,3,3,4,3,5,4,5,4,3,3,3,4,2,3,4,3,4,4,4,4,3,4,4,4,1,1,1,1,1,1,2,83,gemini,2024,남성,2
3,1,1.0,2.0,2.0,3,3,4,3,5,4,4,4,3,3,3,4,2,3,3,3,4,4,4,4,3,4,4,4,1,1,1,1,1,1,2,84,gemini,2024,남성,2
3,1,1.0,2.0,2.0,2,3,3,2,4,4,4,3,3,2,3,3,2,3,3,2,4,4,4,4,3,3,4,4,1,1,1,1,1,1,1,85,gemini,2024,남성,2
3,1,1.0,2.0,2.0,3,3,4,3,5,4,4,4,3,2,3,3,2,3,3,3,4,4,4,4,3,4,4,4,1,1,1,1,1,1,2,86,gemini,2024,남성,2
3,1,1.0,2.0,2.0,2,3,3,2,4,4,4,4,3,2,3,3,2,3,3,3,4,4,4,4,3,4,4,4,1,1,1,1,1,1,1,87,gemini,2024,남성,2
3,1,1.0,2.0,2.0,2,3,3,2,4,4,4,3,3,2,3,3,2,3,3,2,4,4,4,4,3,4,4,4,1,1,1,1,1,1,2,88,gemini,2024,남성,2
3,1,1.0,2.0,2.0,2,3,4,3,5,4,4,4,3,2,3,3,2,3,3,2,4,4,4,4,3,4,4,4,1,1,1,1,1,1,1,89,gemini,2024,남성,2
3,1,1.0,2.0,2.0,3,3,4,3,5,4,5,4,3,3,3,4,2,4,4,3,4,4,4,4,3,4,3,4,1,1,1,1,1,1,1,90,gemini,2024,남성,2
3,1,1.0,2.0,2.0,2,3,3,2,4,4,4,4,3,3,3,3,2,3,3,3,4,4,4,4,3,4,3,3,1,1,1,1,1,1,1,91,gemini,2024,남성,2
3,1,1.0,2.0,2.0,3,3,4,3,5,4,4,4,3,3,3,4,2,3,4,3,4,4,4,4,3,4,4,4,1,1,1,1,1,1,2,92,gemini,2024,남성,2
3,1,1.0,2.0,2.0,2,2,3,2,4,4,4,3,3,3,3,3,2,3,3,2,4,4,4,4,3,3,4,4,1,1,1,1,1,1,1,93,gemini,2024,남성,2
3,1,1.0,2.0,2.0,2,3,3,2,4,4,4,3,3,2,3,3,2,3,3,3,4,4,4,4,3,4,4,4,1,1,1,1,1,1,2,94,gemini,2024,남성,2
3,1,1.0,2.0,2.0,3,3,4,3,4,4,4,4,3,3,3,3,2,3,3,3,4,4,4,4,3,3,3,4,1,1,1,1,1,1,1,95,gemini,2024,남성,2
3,1,1.0,2.0,2.0,2,3,3,2,4,4,4,3,3,2,3,3,2,3,3,2,4,4,4,4,3,4,4,4,1,1,1,1,1,1,2,96,gemini,2024,남성,2
3,1,1.0,2.0,2.0,3,3,4,2,5,4,5,4,3,2,3,3,2,3,3,2,4,4,5,4,3,4,4,4,1,1,1,1,1,1,1,97,gemini,2024,남성,2
3,1,1.0,2.0,2.0,3,3,4,3,5,4,4,4,3,2,3,3,2,3,4,3,4,4,4,4,3,4,4,4,1,1,1,1,1,1,2,98,gemini,2024,남성,2
3,1,1.0,2.0,2.0,3,3,4,2,5,4,5,4,3,3,3,4,2,3,4,3,4,4,4,4,3,4,4,4,1,1,1,1,1,1,1,99,gemini,2024,남성,2
3,1,1.0,2.0,2.0,3,3,3,3,4,4,4,4,3,3,3,3,2,3,3,3,4,4,4,4,3,3,4,4,1,1,1,1,1,1,1,100,gemini,2024,남성,2
3,1,1.0,2.0,2.0,3,3,4,3,5,4,5,4,3,3,3,4,2,3,4,3,4,4,4,4,3,4,4,4,1,1,1,1,1,1,2,101,gemini,2024,남성,2
3,1,1.0,2.0,2.0,3,3,4,3,5,4,4,4,3,3,3,4,2,3,3,3,4,4,4,4,3,4,4,4,1,1,1,1,1,1,1,102,gemini,2024,남성,2
3,1,1.0,2.0,2.0,2,3,3,2,5,4,4,4,3,3,3,4,2,3,3,3,4,4,4,4,3,3,4,4,1,1,1,1,1,1,1,103,gemini,2024,남성,2
3,1,1.0,2.0,2.0,3,3,4,2,4,4,4,4,3,3,3,4,2,3,3,3,4,4,4,4,3,3,4,4,1,1,1,1,1,1,2,104,gemini,2024,남성,2
3,1,1.0,2.0,2.0,2,3,3,2,4,4,4,3,3,2,3,3,2,3,3,2,4,4,4,4,3,4,4,4,1,1,1,1,1,1,1,105,gemini,2024,남성,2
3,1,1.0,2.0,2.0,2,3,3,2,4,4,4,4,3,3,3,3,2,3,3,3,4,4,4,4,3,4,4,4,1,1,1,1,1,1,1,106,gemini,2024,남성,2
3,1,1.0,2.0,2.0,2,3,3,2,4,4,4,4,3,3,3,4,2,3,3,3,4,4,4,4,3,3,3,4,1,1,1,1,1,1,1,107,gemini,2024,남성,2
3,1,1.0,2.0,2.0,3,3,4,3,5,4,4,4,3,3,3,4,2,3,3,3,4,4,4,4,3,4,3,4,1,1,1,1,1,1,1,108,gemini,2024,남성,2
3,1,1.0,2.0,2.0,2,3,3,2,4,4,4,3,3,2,3,3,2,3,3,2,4,4,4,4,3,4,4,4,1,1,1,1,1,1,1,109,gemini,2024,남성,2
3,1,1.0,2.0,2.0,3,3,4,2,5,4,4,4,3,3,3,4,2,3,3,3,4,4,4,4,3,4,4,4,1,1,1,1,1,1,1,110,gemini,2024,남성,2
3,1,1.0,2.0,2.0,3,3,4,3,5,4,5,4,3,3,3,4,2,3,4,3,4,4,4,4,3,4,4,4,1,1,1,1,1,1,2,111,gemini,2024,남성,2
3,1,1.0,2.0,2.0,2,3,3,2,4,4,4,4,3,3,3,3,2,3,3,2,4,4,4,4,3,4,4,4,1,1,1,1,1,1,1,112,gemini,2024,남성,2
3,1,1.0,2.0,2.0,3,3,4,2,5,4,5,4,3,3,3,4,2,3,4,3,4,4,4,4,3,4,4,4,1,1,1,1,1,1,1,113,gemini,2024,남성,2
3,1,1.0,2.0,2.0,3,3,4,2,4,4,4,3,3,3,3,4,2,3,3,3,4,4,4,4,3,4,3,4,1,1,1,1,1,1,2,114,gemini,2024,남성,2
3,1,1.0,2.0,2.0,3,3,4,2,4,4,4,3,3,3,3,4,2,3,3,3,4,4,4,4,3,3,4,4,1,1,1,1,1,1,1,115,gemini,2024,남성,2
3,1,1.0,2.0,2.0,2,3,3,2,5,4,4,4,3,3,3,4,2,3,3,3,4,4,4,4,3,3,4,4,1,1,1,1,1,1,1,116,gemini,2024,남성,2
3,1,1.0,2.0,2.0,3,3,3,2,4,4,4,4,3,3,3,4,2,3,3,3,4,4,4,4,3,3,3,4,1,1,1,1,1,1,1,117,gemini,2024,남성,2
3,1,1.0,2.0,2.0,3,3,4,3,4,4,4,4,3,3,3,3,2,3,3,3,4,4,4,4,3,4,4,4,1,1,1,1,1,1,1,118,gemini,2024,남성,2
3,1,1.0,2.0,2.0,3,3,4,2,5,4,4,4,3,3,3,4,2,3,4,3,4,4,4,4,3,4,4,4,1,1,1,1,1,1,2,119,gemini,2024,남성,2
3,1,1.0,2.0,2.0,3,3,4,3,4,4,4,4,3,3,3,3,2,3,3,3,4,4,4,4,3,4,4,4,1,1,1,1,1,1,2,120,gemini,2024,남성,2
3,1,1.0,2.0,2.0,3,3,4,3,5,4,4,4,3,3,3,4,2,3,4,3,4,4,4,4,3,4,4,4,1,1,1,1,1,1,1,121,gemini,2024,남성,2
3,1,1.0,2.0,2.0,2,3,3,2,4,4,4,4,3,2,3,3,2,3,3,3,4,4,4,4,3,4,4,4,1,1,1,1,1,1,2,122,gemini,2024,남성,2
3,1,1.0,2.0,2.0,3,3,4,3,5,4,4,4,3,3,3,4,2,3,3,3,4,4,5,4,3,4,4,4,1,1,1,1,1,1,2,123,gemini,2024,남성,2
3,1,1.0,2.0,2.0,3,3,4,3,5,4,4,4,3,3,3,4,2,3,3,3,4,4,4,4,3,4,4,4,1,1,1,1,1,1,2,124,gemini,2024,남성,2
3,1,1.0,2.0,2.0,2,3,3,2,4,4,4,3,3,2,3,3,2,3,3,3,4,4,4,4,3,4,4,4,1,1,1,1,1,1,1,125,gemini,2024,남성,2
3,1,1.0,2.0,2.0,3,3,4,3,5,4,4,4,3,3,3,4,2,3,3,3,4,4,4,4,3,4,4,4,1,1,1,1,1,1,1,126,gemini,2024,남성,2
3,1,1.0,2.0,2.0,2,3,3,2,5,4,5,4,3,3,3,4,2,3,4,3,4,4,5,5,3,4,3,4,1,1,1,1,1,1,1,127,gemini,2024,남성,2
3,1,1.0,2.0,2.0,3,3,4,3,4,4,4,4,3,3,3,3,2,3,3,3,4,4,4,4,3,4,4,4,1,1,1,1,1,1,1,128,gemini,2024,남성,2
3,1,1.0,2.0,2.0,3,3,3,3,4,4,4,4,3,3,3,4,2,3,3,3,4,4,4,4,3,4,4,4,1,1,1,1,1,1,1,129,gemini,2024,남성,2
3,1,1.0,2.0,2.0,2,3,3,2,4,4,4,3,3,2,3,3,2,3,3,2,4,4,4,4,3,3,3,4,1,1,1,1,1,1,1,130,gemini,2024,남성,2
3,1,1.0,2.0,2.0,2,3,3,2,4,4,4,4,3,3,3,4,2,3,3,3,4,4,4,4,3,4,4,4,1,1,1,1,1,1,1,131,gemini,2024,남성,2
3,1,1.0,2.0,2.0,2,3,3,2,4,4,4,3,3,2,3,3,2,3,3,2,4,4,4,4,3,4,4,4,1,1,1,1,1,1,2,132,gemini,2024,남성,2
3,1,1.0,2.0,2.0,3,3,4,3,5,4,5,4,3,3,3,4,2,3,3,3,4,4,5,5,3,4,3,4,1,1,1,1,1,1,2,133,gemini,2024,남성,2
3,1,1.0,2.0,2.0,2,3,3,2,4,4,4,3,3,2,3,3,2,3,3,2,4,4,4,4,3,4,4,4,1,1,1,1,1,1,2,134,gemini,2024,남성,2
3,1,1.0,2.0,2.0,2,3,3,2,4,4,4,3,3,3,3,3,2,3,3,2,4,4,4,4,3,3,3,4,1,1,1,1,1,1,2,135,gemini,2024,남성,2
3,1,1.0,2.0,2.0,2,3,3,2,4,4,4,3,3,3,3,4,2,3,3,2,4,4,4,4,3,3,3,4,1,1,1,1,1,1,2,136,gemini,2024,남성,2
3,1,1.0,2.0,2.0,2,3,3,2,5,4,5,4,3,3,3,3,2,3,3,2,4,4,5,5,3,3,4,4,1,1,1,1,1,1,1,137,gemini,2024,남성,2
3,1,1.0,2.0,2.0,2,3,3,2,4,4,4,4,3,2,3,3,2,3,3,3,4,4,4,4,3,4,4,4,1,1,1,1,1,1,1,138,gemini,2024,남성,2
3,1,1.0,2.0,2.0,3,3,4,2,4,4,4,3,3,2,3,3,2,3,3,2,4,4,4,4,3,4,3,4,1,1,1,1,1,1,1,139,gemini,2024,남성,2
3,1,1.0,2.0,2.0,3,3,4,3,5,4,4,4,3,3,3,4,2,3,3,3,4,4,4,4,3,4,4,4,1,1,1,1,1,1,2,140,gemini,2024,남성,2
3,1,1.0,2.0,2.0,2,3,3,2,4,4,4,3,3,2,2,3,2,3,3,3,4,4,4,4,3,3,4,4,1,1,1,1,1,1,1,141,gemini,2024,남성,2
3,1,1.0,2.0,2.0,3,3,4,2,4,4,5,4,3,3,3,4,2,3,3,3,4,4,4,4,3,4,4,4,1,1,1,1,1,1,2,142,gemini,2024,남성,2
3,1,1.0,2.0,2.0,2,3,4,3,5,4,4,4,3,2,3,3,2,3,3,3,4,4,4,4,3,4,4,4,1,1,1,1,1,1,2,143,gemini,2024,남성,2
3,1,1.0,2.0,2.0,3,3,4,2,4,4,4,4,3,3,3,3,2,3,3,3,4,4,4,4,3,4,4,4,1,1,1,1,1,1,2,144,gemini,2024,남성,2
3,1,1.0,2.0,2.0,2,3,3,2,4,4,4,3,3,2,3,3,2,3,3,3,4,4,4,4,3,4,4,4,1,1,1,1,1,1,1,145,gemini,2024,남성,2
3,1,1.0,2.0,2.0,3,3,4,3,5,4,5,4,3,3,3,4,2,3,3,3,4,4,4,4,3,4,4,4,1,1,1,1,1,1,2,146,gemini,2024,남성,2
